employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
2779,Sales & Marketing,region_22,Bachelor's,m,referred,2,29,5,3,1,0,48,0
41625,Procurement,region_13,Bachelor's,m,other,2,35,3,3,0,0,93,1
62429,Analytics,region_22,Master's & above,m,sourcing,2,35,3,6,0,0,93,0
6102,Analytics,region_1,Bachelor's,m,other,1,32,5,3,1,0,85,0
26372,Operations,region_2,Master's & above,m,other,1,50,2,18,0,0,60,0
24037,Sales & Marketing,region_19,Bachelor's,m,other,2,41,3,5,0,0,48,0
16013,Technology,region_10,Bachelor's,f,other,1,29,4,4,1,0,82,1
55366,Operations,region_16,Master's & above,m,other,1,42,1,6,0,0,55,0
244,Operations,region_2,Bachelor's,m,sourcing,1,50,3,25,0,0,61,0
55815,Operations,region_3,Master's & above,f,other,1,39,5,10,0,0,61,0
17374,Legal,region_2,Master's & above,m,sourcing,1,39,1,6,0,0,56,0
16486,Sales & Marketing,region_32,,m,sourcing,1,30,2,4,0,0,51,0
57946,Sales & Marketing,region_2,Master's & above,f,other,2,47,1,9,0,0,54,0
57158,Procurement,region_2,Bachelor's,f,other,1,35,3,3,0,1,69,0
41157,Operations,region_20,Bachelor's,m,other,2,29,4,7,0,0,66,0
41618,Analytics,region_25,Master's & above,m,sourcing,1,34,5,8,1,0,82,0
54158,Technology,region_26,Bachelor's,m,other,1,26,5,4,1,0,78,1
72723,Sales & Marketing,region_22,Bachelor's,f,other,1,27,,1,0,0,49,0
1103,Sales & Marketing,region_11,,m,other,1,30,4,7,1,0,50,0
21595,Analytics,region_22,Bachelor's,m,sourcing,1,29,4,4,1,0,80,1
31067,Sales & Marketing,region_4,Master's & above,m,other,1,40,5,12,0,0,47,0
40310,Procurement,region_7,Master's & above,f,sourcing,1,55,5,4,0,0,69,0
73213,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,40,5,3,0,0,51,0
28951,Operations,region_15,Master's & above,f,other,2,46,5,5,1,0,57,0
56017,Operations,region_2,Bachelor's,f,other,1,37,4,10,0,0,59,0
22835,Operations,region_2,,f,other,1,41,4,3,0,0,63,0
2136,Operations,region_6,Bachelor's,f,sourcing,1,32,5,2,0,0,64,0
45303,Sales & Marketing,region_30,Bachelor's,m,other,1,27,1,3,0,0,51,0
35397,Sales & Marketing,region_2,Bachelor's,m,other,2,23,1,2,0,0,48,0
15697,Procurement,region_17,Bachelor's,f,referred,1,27,,1,0,1,70,0
8374,Analytics,region_28,Master's & above,m,sourcing,1,37,5,7,1,0,90,0
53471,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,27,3,5,0,0,48,0
27412,Sales & Marketing,region_15,Bachelor's,m,other,1,25,,1,1,0,50,0
49332,Procurement,region_7,Master's & above,m,other,1,41,3,3,0,0,67,0
5800,Technology,region_16,Below Secondary,m,other,1,22,,1,0,0,81,0
63903,Sales & Marketing,region_2,Master's & above,m,other,1,54,3,12,1,0,53,1
42828,Analytics,region_13,Bachelor's,m,other,2,29,4,2,0,0,84,0
62116,Finance,region_2,Bachelor's,f,other,1,38,5,10,0,0,61,0
9792,Sales & Marketing,region_30,Bachelor's,m,other,1,33,5,6,0,0,52,0
76984,Operations,region_2,Bachelor's,m,sourcing,2,29,4,4,1,0,59,0
3430,Analytics,region_2,Master's & above,m,other,1,32,5,10,1,0,88,0
21396,Sales & Marketing,region_2,,m,other,1,38,1,4,1,0,49,0
59882,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,32,5,2,0,0,48,0
32567,Operations,region_2,Master's & above,m,other,1,38,5,6,0,0,79,1
38007,Procurement,region_5,Bachelor's,m,other,1,36,1,9,0,0,68,0
62785,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,1,4,0,0,48,0
54039,Analytics,region_7,Bachelor's,m,other,1,45,5,12,0,0,85,0
76628,Legal,region_22,Bachelor's,m,sourcing,1,37,3,7,1,0,59,0
47539,Operations,region_13,Bachelor's,m,other,1,50,3,8,0,0,57,0
68206,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,29,5,5,0,0,47,0
23393,Sales & Marketing,region_9,Master's & above,m,sourcing,1,30,2,7,0,0,49,0
32081,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3,2,1,0,50,0
64479,Sales & Marketing,region_15,Master's & above,m,sourcing,1,36,1,4,0,0,48,0
17096,Operations,region_2,Bachelor's,m,sourcing,4,26,,1,0,0,59,0
52772,Technology,region_17,Bachelor's,m,sourcing,1,30,3,6,0,0,81,1
56862,Sales & Marketing,region_29,Bachelor's,m,other,1,39,1,3,0,0,53,0
46516,Sales & Marketing,region_2,Master's & above,f,other,1,57,4,30,0,0,50,0
27709,Analytics,region_2,Bachelor's,m,sourcing,1,33,3,4,1,0,82,1
6361,Operations,region_15,Bachelor's,m,other,2,37,3,8,0,0,62,0
2081,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,31,2,6,0,0,55,0
1957,Operations,region_15,Bachelor's,m,sourcing,1,46,5,9,0,1,89,1
38622,Operations,region_7,Bachelor's,f,sourcing,1,31,,1,0,0,61,0
59582,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3,9,0,0,51,0
63888,Finance,region_4,Master's & above,m,other,1,35,4,8,1,0,63,0
19930,Sales & Marketing,region_6,Bachelor's,m,other,1,29,1,3,0,0,51,0
75759,Operations,region_4,Bachelor's,f,sourcing,1,39,3,5,1,0,58,1
26297,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,35,1,6,0,0,52,0
66115,Operations,region_22,Bachelor's,m,sourcing,1,30,3,7,0,0,55,0
3227,Sales & Marketing,region_26,Bachelor's,m,other,1,39,5,4,0,0,50,0
63700,Analytics,region_4,Bachelor's,m,other,2,30,3,5,0,0,86,1
22076,HR,region_16,Bachelor's,m,other,1,30,3,3,0,0,55,0
50263,Analytics,region_8,Bachelor's,m,other,1,28,4,2,0,0,82,0
7900,Sales & Marketing,region_2,,m,other,1,49,5,5,0,0,49,0
14239,Operations,region_30,Bachelor's,f,sourcing,1,30,5,6,0,0,60,0
35530,Technology,region_2,Bachelor's,f,sourcing,1,57,1,29,0,0,81,0
62776,Technology,region_1,Master's & above,f,other,2,32,1,6,0,0,83,0
58211,Sales & Marketing,region_14,Bachelor's,m,other,1,29,2,5,0,0,45,0
76474,Operations,region_20,Master's & above,f,other,1,43,3,15,0,0,59,0
11845,HR,region_32,Bachelor's,f,sourcing,1,31,3,4,0,0,49,0
75144,Sales & Marketing,region_31,Bachelor's,f,other,1,24,,1,0,0,50,0
59349,Sales & Marketing,region_2,Master's & above,f,sourcing,1,31,1,3,0,0,52,0
74452,Analytics,region_23,Bachelor's,m,other,1,30,4,5,0,0,82,0
7061,Procurement,region_20,Master's & above,f,other,1,38,5,3,0,0,68,0
13872,Operations,region_15,Bachelor's,m,other,1,30,3,2,0,0,56,0
26470,Sales & Marketing,region_20,Bachelor's,m,other,2,35,3,3,0,0,41,0
1601,Procurement,region_2,Master's & above,f,other,2,48,3,11,0,0,69,0
39444,Technology,region_2,Master's & above,m,referred,2,42,5,12,1,0,81,0
41705,Legal,region_2,Bachelor's,m,other,1,38,3,6,1,1,60,0
12955,Technology,region_22,Bachelor's,m,other,2,27,4,4,0,0,79,0
19986,Technology,region_7,Master's & above,f,sourcing,1,42,5,12,1,0,77,1
61899,Procurement,region_22,Bachelor's,m,other,2,30,1,5,1,0,67,0
3823,Procurement,region_13,Bachelor's,m,other,2,34,3,2,0,0,67,0
8395,Procurement,region_16,Master's & above,f,sourcing,1,35,3,10,0,0,67,0
40320,Analytics,region_13,Bachelor's,m,other,1,26,3,2,0,0,85,1
5613,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5,9,1,0,50,0
69246,Operations,region_1,Master's & above,f,other,1,31,4,6,0,0,59,0
61621,Operations,region_2,Bachelor's,m,sourcing,1,34,4,5,0,0,53,0
6409,Technology,region_15,Bachelor's,m,sourcing,1,24,,1,0,0,84,0
18955,Analytics,region_2,Bachelor's,f,sourcing,1,27,4,5,0,0,86,0
27771,Operations,region_16,Bachelor's,m,other,1,33,4,7,1,0,61,0
63452,Finance,region_2,Master's & above,m,sourcing,2,43,3,5,1,0,61,0
30379,Procurement,region_26,Master's & above,f,other,1,35,3,10,0,0,67,0
16071,Technology,region_33,Bachelor's,f,sourcing,1,30,4,5,1,0,80,0
11066,Analytics,region_22,Bachelor's,m,other,3,31,3,6,1,0,86,0
74622,Technology,region_24,Bachelor's,f,sourcing,1,28,3,3,0,0,79,0
68572,Procurement,region_2,Bachelor's,f,referred,1,32,3,8,0,0,73,0
71237,Operations,region_2,Bachelor's,m,other,1,48,2,7,0,0,56,0
69397,Operations,region_12,Bachelor's,f,sourcing,1,36,3,5,0,0,57,0
70995,Analytics,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,87,0
57709,Sales & Marketing,region_16,Bachelor's,f,other,1,34,3,3,0,0,47,0
23667,Operations,region_2,Bachelor's,m,other,1,31,1,6,0,0,55,0
11052,Analytics,region_32,Bachelor's,m,sourcing,2,35,5,8,1,0,83,0
77217,Technology,region_24,Bachelor's,m,other,4,32,3,9,0,0,76,0
45563,Analytics,region_22,,m,sourcing,1,28,,1,0,0,86,0
44786,Procurement,region_17,Bachelor's,f,sourcing,1,35,4,2,1,0,70,0
47828,Procurement,region_4,Master's & above,f,sourcing,1,43,4,5,0,0,66,0
3852,Sales & Marketing,region_4,Bachelor's,m,other,1,32,3,4,0,0,49,0
72446,Procurement,region_20,Bachelor's,m,sourcing,1,28,3,5,1,0,68,0
64566,Procurement,region_11,Master's & above,f,other,1,36,5,10,1,0,70,0
3602,Technology,region_33,Bachelor's,m,other,1,34,3,3,1,1,75,1
20067,Technology,region_7,Bachelor's,f,sourcing,1,35,3,7,0,0,89,1
9592,Technology,region_22,Master's & above,f,other,2,49,1,3,1,0,77,0
43470,Sales & Marketing,region_2,Bachelor's,m,other,1,59,3,4,1,0,51,1
49026,Sales & Marketing,region_16,Bachelor's,m,other,1,29,,1,0,0,51,0
20650,Operations,region_31,Bachelor's,m,other,1,36,3,7,1,0,62,0
56316,Technology,region_4,Master's & above,m,other,1,42,2,6,0,0,81,0
3808,HR,region_27,Bachelor's,m,other,1,32,1,3,1,0,51,0
24028,Operations,region_19,Bachelor's,m,other,1,42,4,11,0,0,59,0
56972,R&D,region_2,Master's & above,f,sourcing,1,36,3,7,0,0,90,0
37566,Procurement,region_26,Bachelor's,f,sourcing,1,47,4,14,0,0,74,0
28507,Sales & Marketing,region_7,,m,sourcing,1,36,4,2,1,0,50,0
73301,Procurement,region_2,Master's & above,f,sourcing,1,44,5,5,1,0,74,0
73741,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,31,4,4,0,0,46,0
33263,HR,region_22,Bachelor's,f,other,1,30,4,3,1,0,50,0
39286,Analytics,region_31,Master's & above,m,sourcing,1,34,3,3,0,0,85,0
44393,Procurement,region_2,Master's & above,f,sourcing,1,39,3,7,1,0,72,1
43567,Operations,region_4,Bachelor's,m,other,1,27,4,2,1,0,58,0
39695,Procurement,region_15,Master's & above,m,sourcing,1,43,4,4,0,0,66,0
67639,Sales & Marketing,region_31,Bachelor's,m,other,1,29,4,4,0,0,45,0
77612,Finance,region_2,Bachelor's,f,sourcing,1,45,3,3,0,0,55,0
72390,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,36,4,4,1,0,46,0
69396,Operations,region_31,Bachelor's,m,other,1,32,5,4,1,0,59,0
10214,Procurement,region_17,Bachelor's,m,other,1,41,5,7,1,1,72,1
26933,Operations,region_26,Master's & above,m,sourcing,1,41,3,2,1,1,58,0
59301,Operations,region_17,Bachelor's,f,other,1,34,5,9,1,0,64,0
11546,Sales & Marketing,region_16,Master's & above,m,sourcing,1,36,4,7,0,0,48,0
66937,Technology,region_26,Bachelor's,m,sourcing,1,37,4,2,0,0,81,0
34940,Sales & Marketing,region_28,Master's & above,m,other,1,45,3,7,1,0,46,0
24452,Analytics,region_22,Bachelor's,m,other,2,27,,1,0,0,87,0
77681,Sales & Marketing,region_13,Master's & above,m,other,1,40,3,7,0,0,46,0
51979,Procurement,region_2,Bachelor's,f,other,1,37,3,5,1,0,74,0
23972,Technology,region_7,Below Secondary,m,sourcing,2,24,3,2,1,0,82,0
31656,Sales & Marketing,region_13,Bachelor's,f,other,1,31,4,4,0,0,48,0
24084,Sales & Marketing,region_16,,m,other,2,36,3,3,0,0,54,0
43281,Sales & Marketing,region_13,Master's & above,m,sourcing,1,34,5,9,1,0,50,1
37831,Analytics,region_7,Master's & above,m,other,1,42,3,5,1,0,82,1
70307,Operations,region_4,Bachelor's,f,other,1,34,5,8,0,0,60,0
13205,Technology,region_5,Master's & above,f,sourcing,1,35,3,3,0,0,74,0
78220,Sales & Marketing,region_29,Master's & above,m,other,1,38,3,2,0,0,46,0
65234,Technology,region_11,Bachelor's,f,sourcing,1,31,3,5,1,0,79,0
3458,Operations,region_13,Bachelor's,m,sourcing,3,47,5,4,1,0,63,0
48794,Operations,region_8,Bachelor's,m,other,1,38,4,7,1,0,61,0
23946,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,31,5,3,1,0,53,0
7836,Sales & Marketing,region_11,Bachelor's,m,other,1,28,2,2,0,0,48,0
15503,Operations,region_22,Bachelor's,f,other,1,36,5,5,1,0,65,0
25646,Sales & Marketing,region_4,Bachelor's,m,other,1,49,2,15,0,0,53,0
20542,Operations,region_34,Bachelor's,m,other,1,30,5,5,1,0,60,0
21420,Finance,region_7,Master's & above,m,other,1,35,3,7,0,0,62,0
69802,Operations,region_14,Master's & above,m,other,1,33,4,4,0,0,59,0
39190,Sales & Marketing,region_7,Bachelor's,m,other,1,32,2,7,0,0,47,0
2120,Sales & Marketing,region_26,Bachelor's,m,other,1,33,2,8,0,0,49,0
61176,Analytics,region_2,,m,other,1,29,,1,0,0,85,0
19437,Analytics,region_22,Bachelor's,m,sourcing,2,28,5,5,0,0,83,1
55941,Sales & Marketing,region_1,Master's & above,m,sourcing,1,33,1,3,0,0,49,0
66936,Operations,region_22,Bachelor's,m,other,2,55,5,18,0,0,71,1
6470,Analytics,region_7,Bachelor's,f,other,2,28,,1,1,0,85,1
12870,Finance,region_23,Master's & above,m,other,2,37,3,4,0,0,59,0
61098,HR,region_23,Master's & above,f,sourcing,1,34,4,4,0,0,54,0
77874,Technology,region_27,Bachelor's,m,sourcing,1,32,3,9,0,0,76,0
73829,Procurement,region_31,Bachelor's,m,other,1,31,4,4,0,0,71,0
29592,Operations,region_2,,f,sourcing,1,55,3,8,0,0,59,0
5980,Operations,region_15,Bachelor's,m,other,1,40,3,5,1,0,54,0
58610,Procurement,region_22,Master's & above,f,other,1,47,3,17,0,0,67,0
69706,Sales & Marketing,region_31,Bachelor's,m,other,1,40,1,3,0,0,56,0
45010,Technology,region_16,Master's & above,m,sourcing,1,42,3,5,0,0,81,1
8433,Operations,region_22,Master's & above,m,sourcing,1,34,1,7,0,0,62,0
3847,Operations,region_31,Bachelor's,f,sourcing,1,30,3,2,0,0,63,0
41780,Analytics,region_7,Master's & above,m,other,1,39,3,10,1,0,87,0
32300,Technology,region_27,Bachelor's,m,sourcing,2,24,,1,0,0,77,0
32098,Operations,region_12,Bachelor's,f,other,1,30,5,5,1,0,56,0
59801,Procurement,region_17,Bachelor's,f,other,1,50,3,3,1,0,65,0
16405,HR,region_7,Bachelor's,m,sourcing,1,29,3,6,0,0,54,0
31308,Sales & Marketing,region_22,Master's & above,f,sourcing,1,31,3,6,0,0,54,0
30444,Procurement,region_2,Master's & above,f,sourcing,1,35,4,7,0,0,73,0
1116,Operations,region_2,Bachelor's,f,other,1,41,5,7,0,0,61,0
69680,Sales & Marketing,region_14,,m,other,2,23,3,2,1,0,51,1
53488,Sales & Marketing,region_31,Bachelor's,m,other,2,34,3,8,0,0,49,0
58872,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,5,6,0,0,52,0
63740,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,28,3,5,0,0,54,0
59759,Procurement,region_30,Bachelor's,m,sourcing,4,27,4,4,1,0,73,0
61659,Sales & Marketing,region_23,Master's & above,m,sourcing,1,35,4,8,0,0,50,0
24065,Operations,region_15,Bachelor's,m,sourcing,1,49,3,2,1,0,60,0
75853,Sales & Marketing,region_22,Bachelor's,f,other,1,33,2,5,0,0,55,0
19149,Technology,region_2,Bachelor's,f,other,1,26,5,3,1,0,79,1
68972,Sales & Marketing,region_15,,m,sourcing,1,32,1,4,0,0,49,0
12457,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,,1,1,0,50,0
71508,Technology,region_22,Bachelor's,m,referred,1,28,3,3,0,0,81,0
37188,Analytics,region_25,Bachelor's,m,other,2,32,5,6,1,0,82,0
29187,Procurement,region_13,Bachelor's,m,other,1,41,4,12,0,0,70,0
12783,Technology,region_13,Master's & above,m,other,2,37,2,8,0,0,82,0
77224,Procurement,region_2,Master's & above,m,sourcing,1,36,3,8,0,0,71,0
68001,Procurement,region_20,Bachelor's,m,other,1,26,3,2,0,0,69,0
21978,Sales & Marketing,region_13,Bachelor's,f,sourcing,2,31,1,4,0,0,51,0
51299,Procurement,region_30,Master's & above,f,other,1,38,3,10,1,0,63,0
51819,Operations,region_2,Bachelor's,f,other,1,31,4,2,0,0,62,0
24590,Procurement,region_11,Bachelor's,m,sourcing,1,31,5,4,1,0,72,0
55417,Analytics,region_16,Bachelor's,m,other,2,30,3,5,0,0,89,0
31100,Procurement,region_21,Bachelor's,m,other,1,29,,1,0,0,70,0
46156,Procurement,region_28,Master's & above,m,other,2,34,3,8,0,0,70,0
52346,Sales & Marketing,region_17,Bachelor's,m,other,1,27,2,2,0,0,47,0
56575,Procurement,region_2,Bachelor's,m,other,4,30,2,2,0,0,68,0
68193,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,4,3,1,0,46,0
71637,Legal,region_7,Master's & above,m,sourcing,1,44,5,4,0,0,62,0
13681,Analytics,region_2,,m,other,2,25,,1,0,0,89,0
43738,Sales & Marketing,region_2,,f,other,1,20,,1,0,0,48,0
43001,Operations,region_2,Master's & above,f,sourcing,1,49,3,6,0,0,60,0
36071,Technology,region_7,Bachelor's,f,sourcing,1,37,3,8,0,0,79,0
78111,Operations,region_15,Bachelor's,m,other,1,45,5,6,1,0,53,0
66767,Technology,region_22,Bachelor's,f,other,1,28,,1,0,0,80,0
36774,HR,region_22,Bachelor's,m,other,1,47,4,8,1,0,48,0
41361,Procurement,region_12,Bachelor's,f,sourcing,1,32,3,7,0,0,69,0
1439,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,50,3,17,1,0,51,0
27749,Operations,region_16,Bachelor's,m,other,1,34,5,8,0,0,60,0
43772,Operations,region_22,Bachelor's,m,referred,1,28,,1,1,0,58,0
25266,Finance,region_2,,m,other,1,39,5,5,1,0,57,0
76534,Sales & Marketing,region_27,Master's & above,m,other,1,36,5,9,1,0,51,0
65856,Operations,region_30,Bachelor's,m,sourcing,1,27,,1,1,0,59,0
50519,Analytics,region_15,Master's & above,m,other,2,30,3,5,0,0,85,0
41976,Technology,region_22,Bachelor's,m,other,2,32,3,7,0,0,81,0
67702,Operations,region_22,Bachelor's,m,sourcing,3,29,4,4,1,0,56,1
52590,Finance,region_22,,m,other,1,27,3,3,0,0,58,0
38212,HR,region_2,Below Secondary,m,other,1,20,3,2,0,0,45,0
60059,Procurement,region_2,Bachelor's,m,other,1,25,5,3,1,0,70,0
5327,HR,region_2,Bachelor's,f,sourcing,1,35,4,10,0,0,49,0
47446,Operations,region_26,Bachelor's,m,other,1,50,1,18,0,0,61,0
5171,Procurement,region_7,Master's & above,f,other,1,41,3,6,0,0,67,0
68416,Sales & Marketing,region_28,,m,other,1,28,,1,0,0,67,1
29665,HR,region_2,Master's & above,m,other,1,54,2,23,0,0,49,0
3652,Operations,region_21,Master's & above,m,sourcing,2,35,3,7,1,0,58,0
60230,Operations,region_19,Bachelor's,m,sourcing,2,38,5,5,1,0,60,0
76562,Analytics,region_4,Bachelor's,m,sourcing,1,31,3,9,0,0,81,0
45101,Procurement,region_5,Bachelor's,f,other,2,34,4,5,0,0,68,0
50262,Procurement,region_2,Bachelor's,f,other,2,26,1,2,0,0,68,0
51943,Technology,region_2,Bachelor's,f,other,1,34,4,3,1,0,79,1
70364,Sales & Marketing,region_22,Bachelor's,m,other,1,27,3,2,1,1,96,1
47273,Sales & Marketing,region_2,Bachelor's,f,referred,1,32,4,8,0,0,63,1
10658,Procurement,region_11,Master's & above,f,sourcing,1,34,5,5,1,0,69,0
76403,Technology,region_23,Bachelor's,f,sourcing,1,30,,1,0,0,79,0
28139,Sales & Marketing,region_27,Master's & above,m,other,1,46,3,4,0,0,55,0
60307,Operations,region_19,Bachelor's,m,other,1,41,5,13,0,0,57,0
59274,Sales & Marketing,region_27,Bachelor's,f,other,1,38,3,4,0,0,48,0
30968,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,30,,1,0,0,49,0
2563,Sales & Marketing,region_2,,m,other,1,60,4,6,0,0,52,0
31632,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,2,4,0,0,60,1
37504,Sales & Marketing,region_28,,m,sourcing,1,29,3,5,0,0,48,0
26278,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,22,2,2,0,0,50,0
1393,Procurement,region_15,Bachelor's,f,other,1,29,5,5,1,0,71,1
3431,Procurement,region_13,Bachelor's,m,other,3,29,3,3,0,0,63,0
26885,Sales & Marketing,region_16,Bachelor's,m,other,1,41,5,3,1,0,48,1
71905,Operations,region_15,Bachelor's,m,sourcing,1,57,3,16,0,0,61,0
27648,Technology,region_20,Bachelor's,m,sourcing,1,30,,1,1,0,84,1
22381,Procurement,region_29,Bachelor's,m,other,1,30,1,6,0,0,70,0
48506,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,51,3,17,0,0,47,0
22199,Operations,region_2,Bachelor's,m,sourcing,1,47,4,9,0,0,60,0
75950,Technology,region_2,Bachelor's,f,other,1,47,3,4,0,0,79,0
3934,Sales & Marketing,region_17,Master's & above,m,sourcing,1,48,1,17,0,1,48,0
22487,Operations,region_4,Bachelor's,f,sourcing,1,27,1,4,0,0,57,0
60691,Finance,region_13,Bachelor's,m,other,2,28,,1,0,0,58,0
58595,HR,region_13,Bachelor's,f,sourcing,1,31,2,6,0,0,49,0
21577,Procurement,region_5,Bachelor's,f,other,2,28,,1,0,0,67,0
65936,Technology,region_4,Master's & above,f,other,1,34,3,3,1,0,80,0
78263,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3,6,1,1,44,1
6024,Analytics,region_28,,m,other,1,27,3,1,0,0,82,0
41728,Sales & Marketing,region_33,Bachelor's,f,other,1,32,3,4,0,0,49,0
32547,Sales & Marketing,region_22,,m,sourcing,1,26,3,2,0,0,51,0
74925,Analytics,region_34,Bachelor's,m,sourcing,1,30,3,5,0,0,84,0
51259,Sales & Marketing,region_7,Master's & above,m,other,3,39,3,9,0,0,53,0
12558,Analytics,region_2,Bachelor's,m,sourcing,1,31,3,4,0,0,87,0
922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5,3,0,0,43,0
17545,Technology,region_22,Master's & above,m,sourcing,1,48,3,18,0,0,80,0
73699,HR,region_2,Master's & above,f,sourcing,1,53,3,18,1,0,46,0
25665,Finance,region_29,Bachelor's,m,sourcing,1,30,4,4,1,0,62,0
15339,Technology,region_2,Bachelor's,m,other,1,38,1,12,0,0,81,0
39961,Analytics,region_30,Bachelor's,m,sourcing,1,33,3,5,0,0,89,0
11375,Sales & Marketing,region_13,Master's & above,m,sourcing,1,49,5,7,0,0,49,0
25495,HR,region_22,Master's & above,f,sourcing,1,42,2,5,0,0,47,0
2118,Sales & Marketing,region_7,Bachelor's,m,other,1,35,1,3,1,0,46,0
19629,HR,region_15,Master's & above,f,other,1,41,3,4,0,0,50,0
56047,HR,region_7,Bachelor's,m,other,1,43,3,2,0,0,45,0
22317,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,5,6,1,0,44,0
29415,Technology,region_22,Bachelor's,m,sourcing,1,30,1,4,0,0,81,0
72331,Procurement,region_17,Bachelor's,f,sourcing,1,30,3,3,0,0,71,0
43927,Procurement,region_26,Bachelor's,m,sourcing,1,30,1,4,0,0,85,1
4742,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,5,3,0,0,63,1
7171,Analytics,region_27,Bachelor's,m,other,1,27,4,3,1,0,83,0
24162,R&D,region_30,Bachelor's,f,sourcing,1,32,4,3,1,0,85,0
63447,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,5,10,0,0,42,0
58119,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,4,10,0,0,47,0
8520,Procurement,region_22,Bachelor's,m,sourcing,2,31,4,6,0,0,74,0
68154,Operations,region_8,Master's & above,m,other,1,37,3,6,1,0,61,0
64156,Sales & Marketing,region_2,,f,other,1,51,2,24,0,0,48,0
37453,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,45,5,5,0,0,48,0
26336,HR,region_28,Master's & above,m,other,1,34,3,4,0,0,48,0
34969,Legal,region_22,Bachelor's,m,referred,1,29,,1,0,0,60,0
62181,Procurement,region_2,Master's & above,m,sourcing,1,57,2,27,0,0,74,0
14694,Procurement,region_2,Master's & above,f,other,1,33,3,3,1,0,74,0
73869,Procurement,region_2,Bachelor's,m,other,1,48,5,7,1,0,75,0
11565,Analytics,region_13,Master's & above,f,other,1,32,4,4,0,0,82,0
2371,Analytics,region_31,Bachelor's,m,other,1,30,4,3,0,0,83,0
2517,Analytics,region_25,Master's & above,m,other,1,33,5,2,1,0,82,0
15675,Procurement,region_2,Master's & above,m,other,2,46,4,5,1,0,70,0
51220,HR,region_31,Bachelor's,f,other,1,27,5,4,0,0,49,0
70445,Operations,region_2,Bachelor's,f,other,1,55,3,13,0,0,52,0
41322,Analytics,region_14,Master's & above,m,other,1,38,4,10,0,0,80,0
27032,Sales & Marketing,region_22,Bachelor's,m,other,3,26,1,4,0,0,52,0
71314,Operations,region_15,Bachelor's,m,sourcing,2,36,5,6,1,0,56,0
1675,Technology,region_14,Bachelor's,f,other,1,34,1,7,0,0,80,0
124,Operations,region_22,Master's & above,f,sourcing,2,38,3,12,1,0,87,1
2351,Operations,region_25,Bachelor's,m,sourcing,1,31,5,3,0,0,58,0
73229,Procurement,region_17,Bachelor's,m,other,1,40,4,9,1,0,69,0
42150,Procurement,region_15,Bachelor's,f,other,1,32,3,5,1,0,65,0
14003,Operations,region_2,Master's & above,f,referred,1,35,5,8,1,0,60,1
42206,Technology,region_23,Bachelor's,m,other,2,29,3,4,0,0,82,0
67789,Procurement,region_2,Master's & above,f,other,1,38,5,7,1,0,65,0
43784,HR,region_2,Bachelor's,f,referred,1,44,5,12,1,0,49,0
34873,Operations,region_31,Bachelor's,f,other,1,41,3,11,0,0,60,0
35466,Sales & Marketing,region_2,Master's & above,f,other,1,42,4,8,0,0,50,0
65095,Sales & Marketing,region_28,Bachelor's,f,other,1,33,3,5,0,0,51,0
69811,Procurement,region_4,Bachelor's,m,other,1,40,4,17,0,0,70,0
10098,Technology,region_7,Bachelor's,m,sourcing,1,26,3,2,0,0,80,0
37860,Sales & Marketing,region_22,Bachelor's,f,other,1,36,3,3,0,0,46,0
30858,Operations,region_13,Bachelor's,m,sourcing,1,25,4,2,0,0,56,0
76953,Operations,region_27,Bachelor's,m,other,1,35,3,2,0,0,60,0
50823,Procurement,region_20,Master's & above,f,other,1,37,4,4,1,1,67,0
4662,Analytics,region_22,Bachelor's,f,other,1,31,4,7,0,0,85,0
43251,Technology,region_7,Bachelor's,m,sourcing,1,33,2,6,0,0,79,0
